#Gene_symbol	Refseq_IDs	RPKM	reads	CAST_hits	C57_hits
Hvcn1	NM_001042489|NM_028752	0.0666216443786	1	0	1
Gbp7	NM_001083312|NM_145545	0.0	0	0	0
Arrdc1	NM_001162485|NM_178408|NR_027876	36.1437455162	402	60	5
Ercc5	NM_011729	3.01516656649	80	1	10
Mrpl15	NR_033530|NM_025300|NM_001177658	65.981996582	1434	64	114
Dclk1	NM_019978|NM_001111053|NM_001195538|NM_001111052|NM_001111051|NM_001195539|NM_001195540	0.0	0	0	0
Tssc4	NM_001115085|NM_020285|NM_138631	0.0	0	0	0
Gm101	NM_001115074	0.0	0	0	0
Pum2	NM_001160222|NM_001160221|NM_001160220|NM_001160219|NR_027670|NM_030723	8.37351878157	324	0	0
Erv3	NM_001166206	0.0	0	0	0
Gm10922	NM_001085554	0.0	0	0	0
Gm14347	NM_001085543	0.0	0	0	0
Dpys	NM_022722|NM_001164466	0.0	0	0	0
Gabra4	NM_010251	0.0	0	0	0
Serpina3g	NM_009251	0.0	0	0	0
Gabra1	NM_010250	0.0	0	0	0
Mapk9	NM_001163671|NM_001163672|NM_016961|NM_207692	4.33024777857	133	7	0
St7	NM_022332|NM_001083315	0.0699298686433	1	0	0
Gga1	NM_145929	1.24725635486	25	23	0
AW549877	NM_145930	2.76189135477	93	11	0
Stac2	NM_146028	0.248216369461	5	0	0
2610203C22Rik	NR_015470	0.0	0	0	0
Rab3d	NM_031874	7.00350018127	180	56	0
Tas1r2	NM_031873	0.0	0	0	0
Tekt4	NM_027951	0.0	0	0	0
Slc39a5	NM_028051|NM_001136237|NM_028092	0.0	0	0	0
Phf7	NM_027949	0.612393340224	8	1	0
6030422M02Rik	NM_177722	0.0	0	0	0
Snhg6	NR_024067	24.0227115068	65	1	1
Snord87	NR_004410	0.0	0	0	0
Nek2	NM_010892	23.45632029	465	0	84
Sult1b1	NM_019878	0.0	0	0	0
Nfatc3	NM_010901	10.8348753127	427	0	0
Dlc1	NM_015802|NM_001194940|NM_001194941	6.09144637283	248	0	0
Arfgef1	NM_001102430	13.8896502073	640	46	1
2700078E11Rik	NM_030197|NM_001172097|NM_001172096	19.8512596301	665	59	60
4930528F23Rik	NM_029197	0.0	0	0	0
4930544O15Rik	NM_029196	0.0	0	0	0
Cygb	NM_030206	0.0	0	0	0
Ythdf2	NM_145393	111.965037134	2684	7	4
Coro7	NM_030205	3.66560342313	85	2	14
Tmem51	NM_145402	12.4535303657	153	60	0
Tapbpl	NM_145391	0.0	0	0	0
Ankrd7	NM_029202|NM_001167757	0.0	0	0	0
4930555I21Rik	NM_030189	0.0	0	0	0
Ube4a	NM_145400	13.6790233934	546	8	42
Tmem180	NM_029186	20.6235857531	310	4	28
Zcchc4	NM_030185	1.71996917329	22	0	0
Rasd2	NM_029182	0.109875612319	2	0	0
Vsig1	NM_030181|NM_026103	0.0	0	0	0
Clip4	NM_175378|NM_030179	0.0	0	0	0
Usp54	NM_030180	0.0721550320344	3	0	0
Spata2L	NM_030176	0.0	0	0	0
Hhipl2	NM_030175	0.0	0	0	0
Rictor	NM_030168	2.84848091259	176	1	56
Mios	NM_145374	2.4524857995	60	0	9
Gm5523	NR_004447	1.82256582118	11	0	0
Plin1	NM_001113471|NM_175640	0.0	0	0	0
Jakmip2	NM_001163637	0.0	0	0	0
Pus10	NM_028956|NM_001033654|NM_028304	16.2592493904	386	41	0
Tnrc6a	NM_144925	15.5593813007	875	0	13
Npr1	NM_008727	17.2874177988	465	4	89
Serpine2	NM_009255	25.0699894154	331	0	76
Gamt	NM_010255	0.0	0	0	0
Serpina3m	NM_009253	0.0	0	0	0
Gabrg1	NM_010252	0.0	0	0	0
Ahsg	NM_013465	0.0	0	0	0
Ahr	NM_013464	0.0273788290862	1	0	0
Gla	NM_013463	12.4634227468	246	0	0
Adrb3	NM_013462	0.0	0	0	0
Adra1a	NM_013461	0.0	0	0	0
Adra1d	NM_013460	0.0	0	0	0
Cfd	NM_013459	0.0	0	0	0
Add2	NM_013458	0.0	0	0	0
Herpud1	NM_022331	0.0	0	0	0
Defb44-ps	NR_002879	0.0	0	0	0
Defb18	NM_001039123	0.0	0	0	0
Defb41	NM_183124	0.0	0	0	0
Gm15386	NM_001040027	0.0	0	0	0
Trp53	NM_011640|NM_001127233	113.08583248	1209	108	21
Trip6	NM_011639	0.0	0	0	0
Rpl4	NM_024212	2648.15928686	20297	445	467
Slc4a10	NM_001242383|NM_001242382|NM_001242381|NM_001242379|NM_033552|NM_001242378|NM_001242380	0.0	0	0	0
Oxt	NM_011025	0.0	0	0	0
Col10a1	NM_009925	0.0	0	0	0
Tysnd1	NM_027912	0.0	0	0	0
Cd276	NM_133983	0.0	0	0	0
Kazn	NM_144531|NM_001109684|NM_001109685	4.62760402007	105	0	0
Gm4956	NR_002858	0.0	0	0	0
Mlh3	NM_175337	6.10560793725	220	0	24
Gtf2e2	NM_001167921|NM_026584|NM_001167922	111.370350399	1088	27	8
Atxn3	NM_029705|NM_001167914	35.2379128706	702	0	124
Mbtps1	NM_001167910|NM_019709	11.5872096513	324	24	0
Frem3	NM_001167898	0.0	0	0	0
Cd101	NM_001167906|NM_001099332	0.0	0	0	0
Nrg2	NM_001167891	0.0	0	0	0
Psen1	NM_008943	50.3733804934	1006	327	145
Des	NM_010043	0.0	0	0	0
Kcnip2	NM_145703|NM_145704|NM_030716	0.0	0	0	0
Chd6	NM_173368	2.32750740309	161	7	6
4933415F23Rik	NM_025746	0.0	0	0	0
2610528A11Rik	NM_001206684	0.0	0	0	0
Mir30c-2	NR_029717	0.0	0	0	0
Slc16a5	NM_001080934	0.0	0	0	0
Defa26	NM_001079933	0.0	0	0	0
Mrpl45	NM_025927	137.612679485	2094	334	162
Smap1	NM_028534	21.9003339287	152	0	5
Fbxo18	NM_015792	24.356424608	569	0	55
Fbxo8	NM_015791	39.9878414443	881	29	66
Pnpla6	NM_015801|NM_001122818	6.60359983274	194	31	0
Dkkl1	NM_015789	33.180687052	195	25	16
Prdm16	NM_001177995|NM_027504	0.0	0	0	0
Zmym3	NM_019831|NM_001177985|NM_001177988|NM_001177986|NM_001177987	23.9835416982	279	10	0
Ccm2	NM_001190343|NM_146014|NM_001190344	5.75417975363	71	0	5
Ccr6	NM_001190333|NM_009835|NM_001190335|NM_001190334|NM_001190337|NM_001190336|NM_001190338	0.0	0	0	0
Ube2r2	NM_026275	2.1468883741	47	1	5
Rspry1	NM_026274	14.4135361111	367	54	0
Csprs	NM_033616	0.0	0	0	0
Rnf41	NM_026259|NM_001164237	0.103547170962	3	0	0
4931408C20Rik	NM_001033764	0.0	0	0	0
LOC100302688	NM_001164374	0.0	0	0	0
Gm13363	NR_002688	0.0	0	0	0
4931428L18Rik	NR_033445	0.0	0	0	0
Mapk14	NM_011951|NM_001168508|NM_001168514|NM_001168513	1.93977579515	38	12	0
Gm4850	NR_015347	0.0	0	0	0
Khdrbs2	NM_133235	0.0	0	0	0
Gm9839	NM_001199956	0.0	0	0	0
Btnl3	NM_001111094	0.0	0	0	0
1700001G17Rik	NR_033199	0.0	0	0	0
Synj2	NM_001113352|NM_001113353|NM_001113351|NM_011523	0.0	0	0	0
Tspyl4	NM_030203	0.0	0	0	0
4930562C15Rik	NM_030192	0.0	0	0	0
Dopey2	NM_027293|NM_026700	1.958313851	95	0	38
Rbm42	NM_133693	20.1214628459	225	13	0
Manba	NM_027288	0.0	0	0	0
Prpf6	NM_133701	31.4821070584	635	5	4
Dnajb4	NM_027287|NM_025926	0.0	0	0	0
Cxxc5	NM_133687	0.0	0	0	0
Mosc2	NM_133684	0.0	0	0	0
Tmem19	NM_133683	1.15513885212	23	0	0
2810432D09Rik	NM_027278	62.3688983125	340	0	0
Ptcd3	NM_027275	160.742802951	2289	150	84
Osgep	NM_133676	0.118729067215	1	0	0
Apitd1	NM_027263	53.8523519841	324	43	48
Tor1b	NM_133673	22.5196757533	443	88	28
Sult1a1	NM_133670	0.0	0	0	0
Zfp119b	NM_146249	0.214149625966	2	0	0
Spred2	NM_033523	1.31403073623	23	1	0
Laptm4b	NM_033521	0.175225236696	2	0	0
Gm3448	NM_001123367	0.0	0	0	0
Zbtb40	NM_198248	0.964628396125	46	0	0
AA619741	NR_033627	0.0	0	0	0
Hist1h1d	NM_145713	1.66656708279	31	0	0
Mtnr1b	NM_145712	0.0	0	0	0
Tox	NM_145711	0.0	0	0	0
Nup43	NM_145706	141.424735692	1195	47	98
Tinf2	NM_145705	46.4452007017	528	52	126
Usp44	NM_183199|NM_001206851	0.0	0	0	0
Serpinb9f	NM_183197	0.0	0	0	0
Marveld1	NM_183195	0.0	0	0	0
Reep3	NM_178606|NM_001204915	0.149528708188	5	1	0
Gsdmc3	NM_183194	0.0	0	0	0
Scrt1	NM_130893	0.0	0	0	0
Rtn4ip1	NM_130892	7.17494738433	141	0	69
Grip1	NM_133442|NM_130891|NM_028736	0.0	0	0	0
Arid5a	NR_033310|NM_001172205|NM_001172206|NM_145996	9.08967810453	341	0	64
Scn1a	NM_018733	0.0	0	0	0
Lce1d	NM_027137	0.0	0	0	0
Rpl36	NM_018730	787.406562851	500	83	1
Cd244	NM_018729	0.0	0	0	0
Cnnm4	NM_033570	14.6750806195	444	0	17
Rbbp4	NM_009030	35.3659404064	896	17	88
Gcnt2	NM_023887|NM_008105|NM_133219	7.11537952167	139	0	19
Zfp704	NM_133218	7.60413613631	695	14	85
Cep63	NM_001081122	0.0561894345382	1	0	0
Oc90	NM_010953	0.0	0	0	0
Adam7	NM_007402	0.0	0	0	0
Il4i1	NM_010215	0.0	0	0	0
Irak2	NM_172161|NM_001113553	6.51465389676	121	0	42
Lcor	NM_172154	5.99999600278	186	104	0
Mpst	NM_001162493|NM_001162492|NM_138670	0.0	0	0	0
Crisp2	NM_001204071|NM_009420	0.0	0	0	0
Kif9	NM_010628|NM_001163569	0.0	0	0	0
Mtpn	NM_008098	89.2075483414	2320	229	85
Gdf3	NM_008108	20.6226972809	279	52	0
Gcdh	NM_008097|NM_001044744	4.51042556937	63	10	1
Tgm1	NM_019984|NM_001161714|NM_001161715	0.0	0	0	0
4933402J07Rik	NM_177901	0.0	0	0	0
Mgat4a	NM_173870	16.2915070424	764	0	0
Dnaja2	NM_019794	43.1282753478	814	42	3
4930594C11Rik	NR_024017	0.0549388975158	1	0	0
2010300C02Rik	NM_028096	0.0	0	0	0
Lnpep	NM_172827	0.0291397114596	1	0	0
Dact2	NM_172826	0.0	0	0	0
Ccdc14	NM_172824	16.8154460751	457	116	110
Lmln	NM_172823	0.0	0	0	0
Atp8b5	NM_177195	0.0	0	0	0
Agbl2	NM_178755	0.0	0	0	0
Spin4	NM_178753	0.0	0	0	0
Lonrf2	NM_001029878	0.0	0	0	0
Ap1m2	NM_009678|NM_001110300	76.5706314525	873	82	29
Ap1g1	NM_009677	19.7703883015	891	80	144
Lgals8	NM_018886|NM_001199043	51.9775019408	943	75	15
Camkk1	NM_018883	0.0	0	0	0
Mid1ip1	NM_026524|NM_001166635	16.2954045248	221	0	0
Nmb	NM_026523	18.6038723347	82	0	17
Chid1	NM_026522|NM_001142681	45.1471144923	1121	57	35
Ddx19b	NM_001190800|NM_172284|NM_001190786	2.04654652188	81	0	2
D1Bwg0212e	NM_028043	11.0360156854	227	1	38
Snord89	NR_028555	0.0	0	0	0
Mef2b	NM_001045484|NM_008578	0.0	0	0	0
Rfx8	NM_001145660	0.0	0	0	0
Gm13718	NM_001145100	0.541993259675	11	0	0
Tnik	NM_001163007|NM_026910|NM_001163008|NM_001163009	0.0	0	0	0
Eif2ak3	NM_010121	0.134482894161	4	1	0
Sar1a	NM_009120	75.7627960915	1301	248	78
Sap18	NM_009119	30.2724064533	515	125	0
Eif1a	NM_010120	174.343824637	3163	0	0
Ehd1	NM_010119	16.4067842898	345	0	0
Egr2	NM_010118	0.0	0	0	0
Cops6	NM_012002	159.134989632	1132	28	30
Tekt2	NM_011902	0.0	0	0	0
Cyp4f13	NM_130882	0.729323492678	8	0	0
Pabpc4	NM_130881|NM_148917	244.301757802	1132	6	0
Mfsd9	NM_172499	4.40858826004	92	0	57
A1bg	NM_001081067	0.0	0	0	0
2610017I09Rik	NR_027826	0.0	0	0	0
2900092D14Rik	NR_027891	0.0	0	0	0
Abcc9	NM_011511|NM_021041|NM_001044720|NM_021042	0.0	0	0	0
AI597479	NM_133818	17.1070029359	391	0	51
Cox7a2l	NM_001159529|NM_009187	173.104931039	558	31	31
Fbxo6	NM_001163704|NM_015797|NM_001163707|NM_001163706|NM_001163705	82.840696606	626	23	71
Jazf1	NM_001168277|NM_173406	0.0	0	0	0
Tcn2	NM_001130459|NM_015749|NM_001130458	10.6446446725	138	0	18
Neu2	NM_001160164|NM_001160163|NM_001160165|NM_015750	0.0	0	0	0
Slit1	NM_015748	0.0	0	0	0
Slc20a1	NM_015747|NM_001159593	137.181868399	2995	239	170
Il5	NM_010558	0.0	0	0	0
Zfp46	NM_009557	0.0327070240135	1	0	0
Il3	NM_010556	0.0	0	0	0
Ccs	NM_016892	19.7080918417	136	3	12
Gm4894	NM_177701	0.0	0	0	0
Syt7	NM_173068|NM_173067|NM_018801	0.0	0	0	0
Nlrp2	NM_177690	0.0	0	0	0
Clec12a	NM_177686	0.0	0	0	0
4930503L19Rik	NM_172967	0.0	0	0	0
Sh3rf2	NM_172966|NM_001146299	0.0	0	0	0
Dnajc5g	NM_177677	0.0	0	0	0
Sap130	NM_172965	1.69390901373	45	6	0
Wdr75	NM_028599	49.5165437055	846	141	220
Dcdc2c	NM_001177964	0.0	0	0	0
Gm4776	NR_037690|NR_037691	0.0	0	0	0
Dnahc7b	NM_001160386	0.0	0	0	0
Sema6a	NM_018744	0.0	0	0	0
Bet1l	NM_018742	16.8898648614	170	12	35
Rp9	NM_018739	2.14501455283	16	5	0
Wdr20a	NM_027149	0.571360821672	7	0	0
Trip13	NM_027182	45.6342709291	682	47	56
Exosc8	NM_027148|NM_001163570	260.187872724	2029	444	225
Ctps2	NM_001168568|NM_018737|NM_001168571|NM_001168569|NR_033143	7.77180722028	268	25	0
Mre11a	NM_018736	19.4511832517	386	99	0
Gbp3	NM_018734	0.0	0	0	0
Gm711	NM_198628	0.0	0	0	0
4430402I18Rik	NM_198651	0.0	0	0	0
Galntl6	NM_175032	0.0	0	0	0
Casp8	NM_009812|NM_001080126	0.0	0	0	0
Rtkn2	NM_001081346	0.0	0	0	0
Capn3	NM_007601|NM_001177799|NM_001109761	0.0	0	0	0
Arhgap1	NR_027371|NR_027373|NR_027372|NM_001145902|NM_146124	149.930803008	2430	278	57
Serpina3n	NM_009252	0.0	0	0	0
Polh	NM_030715	0.0	0	0	0
Dtx3	NM_030714	0.0	0	0	0
Pitpnc1	NM_145823	10.8191893502	454	90	5
Veph1	NM_145820|NM_028357	0.0	0	0	0
1700019A02Rik	NM_027070	0.0	0	0	0
Prelid1	NM_025596	386.500575062	1449	21	11
Mrpl51	NM_025595	125.696425907	930	52	70
1700029H14Rik	NM_025601|NM_001080781	0.0	0	0	0
Rpl36al	NM_025589	1193.81244329	1476	0	0
Dda1	NM_025600	29.5562977329	347	0	0
Zfp346	NM_012017	12.6960918483	302	0	212
Xrn2	NM_011917	128.718923361	2865	134	92
1700029F12Rik	NM_025585|NM_001080777	8.61434604903	48	0	0
2310061N02Rik	NM_027155	0.0	0	0	0
Ccdc150	NM_030025	0.0397093756818	1	0	0
Gtf3c3	NM_001033194	2.62344509199	44	11	0
Slc2a9	NM_001102415|NM_001102414|NM_145559|NM_001012363	0.0	0	0	0
Kng1	NM_001102412|NM_001102411|NM_023125	86.1644395572	787	44	67
Smarca2	NM_011416|NM_026003	0.0	0	0	0
Mtdh	NM_026002	6.16304805562	150	0	0
Cisd2	NM_025902	23.3201491874	442	5	0
Rnaseh2b	NM_026001	92.469073069	884	132	122
Smarcd3	NM_025891	5.03706954034	44	2	0
Mobkl3	NM_025283	104.458970619	1834	14	21
Chrm4	NM_007699	0.0	0	0	0
Bcl2l13	NM_153516	6.33093244156	291	19	42
Ammecr1l	NM_153515|NM_001242430	1.12890052374	33	0	0
Kcng3	NM_153512	0.0	0	0	0
Il1f9	NM_153511	0.0	0	0	0
AF529169	NM_153509	0.0	0	0	0
Pilra	NM_153510	0.0	0	0	0
9130024F11Rik	NR_024325|NR_024326	11.6266014868	98	0	2
Tesc	NM_021344	28.4664117266	176	0	39
1110034B05Rik	NR_004860|NM_001037742|NM_001114102	28.8191955361	240	0	9
Whsc1	NM_001081102|NM_175231|NM_001177884	0.0255077823458	1	0	0
Adam3	NM_009619	0.0	0	0	0
1810041L15Rik	NM_001163145	0.0	0	0	0
Nop16	NM_178605	106.017622077	1189	93	90
Vtcn1	NM_178594	48.8298739126	845	258	107
Fam107a	NM_183187	0.0	0	0	0
Zfp300	NM_183185	0.0	0	0	0
Imp4	NM_178601	194.41796671	2881	60	545
Nrg1	NM_178591	1.21942057918	17	0	0
Ikbkg	NM_001161424|NM_001161423|NM_001161421|NM_001136067|NM_001161422|NM_178590|NM_010547	9.29295502791	413	21	0
Zfp811	NM_183177	0.0	0	0	0
Egfl7	NM_178444|NM_198724|NM_198725|NM_001164564	0.284726975371	2	0	0
Fez1	NM_183171	0.0	0	0	0
Aox3l1	NM_001008419	0.0	0	0	0
Trim40	NM_001172168|NM_001033235	0.0	0	0	0
Flrt3	NM_001172160|NM_178382	0.0	0	0	0
