#Gene_symbol	Refseq_IDs	RPKM	reads	CAST_hits	C57_hits
Hvcn1	NM_001042489|NM_028752	0.0	0	0	0
Gbp7	NM_001083312|NM_145545	14.8058196025	880	33	287
Arrdc1	NM_001162485|NM_178408|NR_027876	47.642676228	910	29	166
Ercc5	NM_011729	0.991362749827	44	0	0
Mrpl15	NR_033530|NM_025300|NM_001177658	24.955609859	892	24	44
Dclk1	NM_019978|NM_001111053|NM_001195538|NM_001111052|NM_001111051|NM_001195539|NM_001195540	0.0449796860589	3	0	0
Tssc4	NM_001115085|NM_020285|NM_138631	11.7573184027	178	57	0
Gm101	NM_001115074	0.0	0	0	0
Pum2	NM_001160222|NM_001160221|NM_001160220|NM_001160219|NR_027670|NM_030723	52.2818302826	3510	0	0
Erv3	NM_001166206	0.0	0	0	0
Gm10922	NM_001085554	0.0	0	0	0
Gm14347	NM_001085543	0.0	0	0	0
Dpys	NM_022722|NM_001164466	1.57224420508	43	0	0
Gabra4	NM_010251	0.0	0	0	0
Serpina3g	NM_009251	0.0	0	0	0
Gabra1	NM_010250	0.010893319998	1	0	0
Mapk9	NM_001163671|NM_001163672|NM_016961|NM_207692	10.6151129436	550	11	0
St7	NM_022332|NM_001083315	0.187360084003	5	0	0
Gga1	NM_145929	15.4403619509	519	169	22
AW549877	NM_145930	0.426510760332	24	0	0
Stac2	NM_146028	0.0	0	0	0
2610203C22Rik	NR_015470	0.0	0	0	0
Rab3d	NM_031874	13.3058875506	570	162	20
Tas1r2	NM_031873	0.0	0	0	0
Tekt4	NM_027951	0.0	0	0	0
Slc39a5	NM_028051|NM_001136237|NM_028092	0.717192885242	15	0	0
Phf7	NM_027949	0.0	0	0	0
6030422M02Rik	NM_177722	0.0	0	0	0
Snhg6	NR_024067	41.2898045893	186	1	6
Snord87	NR_004410	0.0	0	0	0
Nek2	NM_010892	0.0	0	0	0
Sult1b1	NM_019878	0.0	0	0	0
Nfatc3	NM_010901	0.0	0	0	0
Dlc1	NM_015802|NM_001194940|NM_001194941	0.0392266822328	3	0	0
Arfgef1	NM_001102430	12.4315157583	951	33	22
2700078E11Rik	NM_030197|NM_001172097|NM_001172096	21.5397034058	1136	401	18
4930528F23Rik	NM_029197	0.0	0	0	0
4930544O15Rik	NM_029196	0.0	0	0	0
Cygb	NM_030206	0.0387598438712	1	0	0
Ythdf2	NM_145393	13.562663894	528	0	9
Coro7	NM_030205	0.414445894948	16	4	0
Tmem51	NM_145402	20.0829760934	415	106	0
Tapbpl	NM_145391	0.0	0	0	0
Ankrd7	NM_029202|NM_001167757	0.0	0	0	0
4930555I21Rik	NM_030189	1.42356926571	38	0	0
Ube4a	NM_145400	6.44712544094	433	69	0
Tmem180	NM_029186	17.4952500273	442	0	26
Zcchc4	NM_030185	0.0	0	0	0
Rasd2	NM_029182	0.0	0	0	0
Vsig1	NM_030181|NM_026103	0.0	0	0	0
Clip4	NM_175378|NM_030179	0.0	0	0	0
Usp54	NM_030180	2.04520757596	142	0	0
Spata2L	NM_030176	13.4005320212	353	52	0
Hhipl2	NM_030175	0.0	0	0	0
Rictor	NM_030168	1.10134612321	114	0	1
Mios	NM_145374	2.02456351871	83	18	0
Gm5523	NR_004447	1.72203042053	15	0	0
Plin1	NM_001113471|NM_175640	0.0	0	0	0
Jakmip2	NM_001163637	0.0257551870193	1	0	0
Pus10	NM_028956|NM_001033654|NM_028304	21.4543242952	737	0	23
Tnrc6a	NM_144925	13.2449641122	1243	33	106
Npr1	NM_008727	0.0	0	0	0
Serpine2	NM_009255	44.2018851048	977	11	298
Gamt	NM_010255	15.3134230617	160	0	0
Serpina3m	NM_009253	0.0	0	0	0
Gabrg1	NM_010252	0.0	0	0	0
Ahsg	NM_013465	0.0	0	0	0
Ahr	NM_013464	0.0986703997784	6	0	0
Gla	NM_013463	16.1217326083	526	0	0
Adrb3	NM_013462	0.0	0	0	0
Adra1a	NM_013461	0.0	0	0	0
Adra1d	NM_013460	0.0	0	0	0
Cfd	NM_013459	0.0	0	0	0
Add2	NM_013458	0.0	0	0	0
Herpud1	NM_022331	59.8303869177	1239	0	0
Defb44-ps	NR_002879	0.0	0	0	0
Defb18	NM_001039123	0.0	0	0	0
Defb41	NM_183124	0.0	0	0	0
Gm15386	NM_001040027	0.0	0	0	0
Trp53	NM_011640|NM_001127233	38.0026118284	660	0	95
Trip6	NM_011639	0.231006467208	5	0	0
Rpl4	NM_024212	859.450775459	10616	701	997
Slc4a10	NM_001242383|NM_001242382|NM_001242381|NM_001242379|NM_033552|NM_001242378|NM_001242380	0.0	0	0	0
Oxt	NM_011025	0.0	0	0	0
Col10a1	NM_009925	0.0	0	0	0
Tysnd1	NM_027912	2.29232430958	58	0	0
Cd276	NM_133983	5.58831762152	197	0	0
Kazn	NM_144531|NM_001109684|NM_001109685	0.0	0	0	0
Gm4956	NR_002858	0.0	0	0	0
Mlh3	NM_175337	0.0	0	0	0
Gtf2e2	NM_001167921|NM_026584|NM_001167922	22.8535201823	377	0	9
Atxn3	NM_029705|NM_001167914	0.0252842899432	2	0	0
Mbtps1	NM_001167910|NM_019709	5.72033371528	268	0	14
Frem3	NM_001167898	0.0	0	0	0
Cd101	NM_001167906|NM_001099332	0.0	0	0	0
Nrg2	NM_001167891	0.0	0	0	0
Psen1	NM_008943	26.1065242348	874	147	0
Des	NM_010043	0.0	0	0	0
Kcnip2	NM_145703|NM_145704|NM_030716	0.0	0	0	0
Chd6	NM_173368	19.6785105329	2255	293	122
4933415F23Rik	NM_025746	0.0	0	0	0
2610528A11Rik	NM_001206684	14.3411422323	120	37	0
Mir30c-2	NR_029717	0.0	0	0	0
Slc16a5	NM_001080934	0.0	0	0	0
Defa26	NM_001079933	0.0	0	0	0
Mrpl45	NM_025927	33.9825101202	837	100	101
