#Gene_symbol	Refseq_IDs	RPKM	reads	CAST_hits	C57_hits
Hvcn1	NM_001042489|NM_028752	25.59557111	140	37	0
Gbp7	NM_001083312|NM_145545	4.62507379404	60	14	0
Arrdc1	NM_001162485|NM_178408|NR_027876	30.621357758	127	12	4
Ercc5	NM_011729	1.34457835172	13	1	0
Mrpl15	NR_033530|NM_025300|NM_001177658	1.29089501903	13	3	0
Dclk1	NM_019978|NM_001111053|NM_001195538|NM_001111052|NM_001111051|NM_001195539|NM_001195540	0.0	0	0	0
Tssc4	NM_001115085|NM_020285|NM_138631	0.0	0	0	0
Gm101	NM_001115074	0.165644272129	1	0	0
Pum2	NM_001160222|NM_001160221|NM_001160220|NM_001160219|NR_027670|NM_030723	200.695430462	2945	2	0
Erv3	NM_001166206	0.0	0	0	0
Gm10922	NM_001085554	0.0	0	0	0
Gm14347	NM_001085543	0.0	0	0	0
Dpys	NM_022722|NM_001164466	0.0	0	0	0
Gabra4	NM_010251	0.0	0	0	0
Serpina3g	NM_009251	0.0	0	0	0
Gabra1	NM_010250	0.0	0	0	0
Mapk9	NM_001163671|NM_001163672|NM_016961|NM_207692	26.3575211747	295	29	0
St7	NM_022332|NM_001083315	9.01949062996	47	0	0
Gga1	NM_145929	1.77983813397	13	2	0
AW549877	NM_145930	1.95594359565	24	9	0
Stac2	NM_146028	20.0262294621	147	2	1
2610203C22Rik	NR_015470	0.351008837602	1	0	0
Rab3d	NM_031874	80.5073466401	754	292	1
Tas1r2	NM_031873	0.0	0	0	0
Tekt4	NM_027951	4.09238770548	15	0	0
Slc39a5	NM_028051|NM_001136237|NM_028092	0.0	0	0	0
Phf7	NM_027949	17.8558626255	85	2	0
6030422M02Rik	NM_177722	0.0	0	0	0
Snhg6	NR_024067	0.0	0	0	0
Snord87	NR_004410	0.0	0	0	0
Nek2	NM_010892	92.3384165589	659	52	21
Sult1b1	NM_019878	0.0	0	0	0
Nfatc3	NM_010901	25.5073078969	366	0	0
Dlc1	NM_015802|NM_001194940|NM_001194941	4.65757819034	65	0	0
Arfgef1	NM_001102430	113.507668694	1899	141	4
2700078E11Rik	NM_030197|NM_001172097|NM_001172096	3.37500515626	39	7	0
4930528F23Rik	NM_029197	0.0	0	0	0
4930544O15Rik	NM_029196	0.0	0	0	0
Cygb	NM_030206	0.0	0	0	0
Ythdf2	NM_145393	231.657333633	1981	5	4
Coro7	NM_030205	0.0	0	0	0
