#Gene_symbol	Refseq_IDs	RPKM	reads	CAST_hits	C57_hits
Hvcn1	NM_001042489|NM_028752	0.0	0	0	0
Gbp7	NM_001083312|NM_145545	4.20180315728	356	59	20
Arrdc1	NM_001162485|NM_178408|NR_027876	0.0755179753737	2	0	0
Ercc5	NM_011729	4.82746310668	303	83	0
Mrpl15	NR_033530|NM_025300|NM_001177658	35.8248553327	1737	100	70
Dclk1	NM_019978|NM_001111053|NM_001195538|NM_001111052|NM_001111051|NM_001195539|NM_001195540	0.0	0	0	0
Tssc4	NM_001115085|NM_020285|NM_138631	10.8666157993	236	48	0
Gm101	NM_001115074	0.0	0	0	0
Pum2	NM_001160222|NM_001160221|NM_001160220|NM_001160219|NR_027670|NM_030723	6.45531286384	590	0	0
Erv3	NM_001166206	0.0	0	0	0
Gm10922	NM_001085554	0.0	0	0	0
Gm14347	NM_001085543	0.0	0	0	0
Dpys	NM_022722|NM_001164466	128.654500696	4309	189	187
Gabra4	NM_010251	0.0	0	0	0
Serpina3g	NM_009251	2.12972233073	51	0	0
Gabra1	NM_010250	0.015405887394	1	0	0
Mapk9	NM_001163671|NM_001163672|NM_016961|NM_207692	0.396142430908	29	0	1
St7	NM_022332|NM_001083315	1.69289056778	58	0	0
Gga1	NM_145929	5.05378027554	240	69	28
AW549877	NM_145930	12.1141302701	964	136	265
Stac2	NM_146028	0.0	0	0	0
2610203C22Rik	NR_015470	0.0	0	0	0
Rab3d	NM_031874	0.0330428639693	2	0	1
Tas1r2	NM_031873	0.0	0	0	0
Tekt4	NM_027951	0.0	0	0	0
Slc39a5	NM_028051|NM_001136237|NM_028092	0.0	0	0	0
Phf7	NM_027949	0.0322017160823	1	0	0
6030422M02Rik	NM_177722	0.0	0	0	0
Snhg6	NR_024067	11.459064924	73	0	2
Snord87	NR_004410	0.0	0	0	0
Nek2	NM_010892	0.0	0	0	0
Sult1b1	NM_019878	10.5989744885	432	0	0
Nfatc3	NM_010901	3.94123249642	371	0	0
Dlc1	NM_015802|NM_001194940|NM_001194941	8.01221854405	740	0	1
Arfgef1	NM_001102430	4.02115560187	438	6	16
2700078E11Rik	NM_030197|NM_001172097|NM_001172096	2.13622771617	166	2	71
4930528F23Rik	NM_029197	1.78196699027	48	0	0
4930544O15Rik	NM_029196	0.0	0	0	0
Cygb	NM_030206	0.0548161686003	2	0	0
Ythdf2	NM_145393	11.5386711795	661	0	5
Coro7	NM_030205	0.595288664944	33	0	0
Tmem51	NM_145402	0.0	0	0	0
Tapbpl	NM_145391	12.7380927453	386	0	70
Ankrd7	NM_029202|NM_001167757	0.0	0	0	0
4930555I21Rik	NM_030189	0.0	0	0	0
Ube4a	NM_145400	9.71868304833	922	173	131
Tmem180	NM_029186	5.38005956238	192	0	16
Zcchc4	NM_030185	4.43299156215	134	19	0
Rasd2	NM_029182	0.0	0	0	0
Vsig1	NM_030181|NM_026103	0.0	0	0	0
Clip4	NM_175378|NM_030179	0.0	0	0	0
Usp54	NM_030180	2.49523652551	245	0	49
Spata2L	NM_030176	8.20077588456	306	53	13
Hhipl2	NM_030175	0.0	0	0	0
Rictor	NM_030168	0.521368617632	76	4	2
Mios	NM_145374	0.0172484372665	1	1	0
Gm5523	NR_004447	4.94181127183	71	0	0
Plin1	NM_001113471|NM_175640	0.0	0	0	0
Jakmip2	NM_001163637	0.0	0	0	0
Pus10	NM_028956|NM_001033654|NM_028304	0.576370561056	28	0	1
Tnrc6a	NM_144925	0.410650901535	55	1	0
Npr1	NM_008727	0.157166563326	10	0	0
Serpine2	NM_009255	0.0	0	0	0
Gamt	NM_010255	67.7796990576	1002	0	0
Serpina3m	NM_009253	1411.859242	30451	606	1199
Gabrg1	NM_010252	0.0	0	0	0
Ahsg	NM_013465	8449.58377547	194945	12	60
Ahr	NM_013464	6.81443824344	586	75	1
Gla	NM_013463	4.66701904058	219	0	7
Adrb3	NM_013462	0.0	0	0	0
