#Gene_symbol	Refseq_IDs	RPKM	reads	CAST_hits	C57_hits
Hvcn1	NM_001042489|NM_028752	13.9849203909	1266	319	1
Gbp7	NM_001083312|NM_145545	5.95714070602	1285	207	0
Arrdc1	NM_001162485|NM_178408|NR_027876	112.859015558	7679	853	501
Ercc5	NM_011729	1.03738600043	166	60	4
Mrpl15	NR_033530|NM_025300|NM_001177658	15.7211501184	1804	63	235
Dclk1	NM_019978|NM_001111053|NM_001195538|NM_001111052|NM_001111051|NM_001195539|NM_001195540	0.0	0	0	0
Tssc4	NM_001115085|NM_020285|NM_138631	52.4966503097	2858	331	527
Gm101	NM_001115074	0.0600505826207	6	0	0
Pum2	NM_001160222|NM_001160221|NM_001160220|NM_001160219|NR_027670|NM_030723	110.389510085	27791	30	0
Erv3	NM_001166206	0.0	0	0	0
Gm10922	NM_001085554	0.0	0	0	0
Gm14347	NM_001085543	0.0	0	0	0
Dpys	NM_022722|NM_001164466	0.0	0	0	0
Gabra4	NM_010251	0.00607724403167	1	0	0
Serpina3g	NM_009251	0.0	0	0	0
Gabra1	NM_010250	0.00604191145226	1	0	0
Mapk9	NM_001163671|NM_001163672|NM_016961|NM_207692	4.18922591261	776	143	0
St7	NM_022332|NM_001083315	10.1449246888	903	0	0
Gga1	NM_145929	12.4829128919	1509	806	349
AW549877	NM_145930	0.0147725627687	3	0	0
Stac2	NM_146028	24.5047472189	2977	4	153
2610203C22Rik	NR_015470	0.0	0	0	0
Rab3d	NM_031874	12.6769682984	1965	568	160
Tas1r2	NM_031873	0.0	0	0	0
Tekt4	NM_027951	0.0	0	0	0
Slc39a5	NM_028051|NM_001136237|NM_028092	0.0	0	0	0
Phf7	NM_027949	0.0126926253042	1	0	0
6030422M02Rik	NM_177722	0.0	0	0	0
Snhg6	NR_024067	31.1915823017	509	0	0
Snord87	NR_004410	20.8523183227	51	0	0
Nek2	NM_010892	223.071824018	26733	791	1039
Sult1b1	NM_019878	0.0	0	0	0
Nfatc3	NM_010901	29.9932077364	7130	0	0
Dlc1	NM_015802|NM_001194940|NM_001194941	1.07259741022	248	0	0
Arfgef1	NM_001102430	40.4611012715	11252	794	3
2700078E11Rik	NM_030197|NM_001172097|NM_001172096	1.63066240139	317	89	2
4930528F23Rik	NM_029197	0.355453811387	24	0	0
4930544O15Rik	NM_029196	0.0	0	0	0
Cygb	NM_030206	0.0	0	0	0
Ythdf2	NM_145393	364.258867509	52882	4	74
Coro7	NM_030205	0.021451555687	3	0	0
Tmem51	NM_145402	0.0	0	0	0
Tapbpl	NM_145391	1.43190153538	110	0	0
Ankrd7	NM_029202|NM_001167757	0.0	0	0	0
4930555I21Rik	NM_030189	0.0	0	0	0
Ube4a	NM_145400	7.04114158949	1695	7	386
Tmem180	NM_029186	0.0330928913863	3	0	0
Zcchc4	NM_030185	3.53892698743	273	51	0
Rasd2	NM_029182	0.0	0	0	0
Vsig1	NM_030181|NM_026103	0.0	0	0	0
Clip4	NM_175378|NM_030179	0.0	0	0	0
Usp54	NM_030180	33.2440509503	8336	616	228
Spata2L	NM_030176	0.0422549915488	4	1	0
Hhipl2	NM_030175	0.0	0	0	0
Rictor	NM_030168	4.35810311359	1624	256	0
Mios	NM_145374	40.7256867757	6009	1130	289
Gm5523	NR_004447	0.189997755531	7	0	0
Plin1	NM_001113471|NM_175640	0.0135475336909	1	0	1
Jakmip2	NM_001163637	0.00714232941001	1	0	0
Pus10	NM_028956|NM_001033654|NM_028304	0.0	0	0	0
Tnrc6a	NM_144925	0.389196605251	132	0	0
Npr1	NM_008727	3.21779705376	522	89	1
Serpine2	NM_009255	0.71547236277	57	2	0
Gamt	NM_010255	0.0	0	0	0
Serpina3m	NM_009253	0.0	0	0	0
Gabrg1	NM_010252	0.00524852950472	1	0	0
Ahsg	NM_013465	0.0	0	0	0
Ahr	NM_013464	0.0	0	0	0
Gla	NM_013463	41.5634284879	4956	11	0
Adrb3	NM_013462	0.0	0	0	0
Adra1a	NM_013461	0.0	0	0	0
Adra1d	NM_013460	0.0	0	0	0
Cfd	NM_013459	0.0	0	0	0
Add2	NM_013458	0.0160909737672	2	1	0
Herpud1	NM_022331	0.0269341349807	2	0	0
Defb44-ps	NR_002879	0.0	0	0	0
Defb18	NM_001039123	0.0	0	0	0
Defb41	NM_183124	0.0	0	0	0
Gm15386	NM_001040027	0.0	0	0	0
Trp53	NM_011640|NM_001127233	53.9405988869	3446	185	76
Trip6	NM_011639	0.0	0	0	0
Rpl4	NM_024212	622.98427625	28973	567	362
Slc4a10	NM_001242383|NM_001242382|NM_001242381|NM_001242379|NM_033552|NM_001242378|NM_001242380	0.0	0	0	0
Oxt	NM_011025	0.0	0	0	0
Col10a1	NM_009925	1.08369883661	136	0	0
Tysnd1	NM_027912	6.03162961733	548	47	0
Cd276	NM_133983	0.0157555417772	2	0	0
Kazn	NM_144531|NM_001109684|NM_001109685	0.613842665866	84	15	0
Gm4956	NR_002858	0.0	0	0	0
Mlh3	NM_175337	6.6896061338	1454	4	376
Gtf2e2	NM_001167921|NM_026584|NM_001167922	36.8477928385	2171	19	53
Atxn3	NM_029705|NM_001167914	117.004357229	7845	924	206
Mbtps1	NM_001167910|NM_019709	12.405277196	2092	190	0
Frem3	NM_001167898	0.0	0	0	0
Cd101	NM_001167906|NM_001099332	0.0	0	0	0
Nrg2	NM_001167891	0.017745303274	2	0	0
Psen1	NM_008943	4.0516685877	488	222	1
Des	NM_010043	0.0	0	0	0
Kcnip2	NM_145703|NM_145704|NM_030716	0.0	0	0	0
Chd6	NM_173368	1.19280836725	498	16	26
4933415F23Rik	NM_025746	0.0142847404386	1	0	0
2610528A11Rik	NM_001206684	19.2006178216	582	52	0
Mir30c-2	NR_029717	0.0	0	0	0
Slc16a5	NM_001080934	2.24394300948	270	6	7
Defa26	NM_001079933	0.0	0	0	0
Mrpl45	NM_025927	85.4174786851	7863	612	449
Smap1	NM_028534	10.5492985025	442	41	0
Fbxo18	NM_015792	0.560711351875	79	35	0
Fbxo8	NM_015791	27.0176171471	3591	232	0
Pnpla6	NM_015801|NM_001122818	3.34691515742	593	58	83
Dkkl1	NM_015789	3.3574434851	119	41	0
Prdm16	NM_001177995|NM_027504	0.0623228538035	21	0	0
Zmym3	NM_019831|NM_001177985|NM_001177988|NM_001177986|NM_001177987	0.306537097759	52	3	0
Ccm2	NM_001190343|NM_146014|NM_001190344	0.0488558151503	3	0	0
Ccr6	NM_001190333|NM_009835|NM_001190335|NM_001190334|NM_001190337|NM_001190336|NM_001190338	0.0580473452077	3	0	0
Ube2r2	NM_026275	29.7883445514	3933	23	13
Rspry1	NM_026274	50.0578531786	7687	732	35
Csprs	NM_033616	0.0	0	0	0
Rnf41	NM_026259|NM_001164237	14.7540159936	2578	243	197
4931408C20Rik	NM_001033764	0.0	0	0	0
LOC100302688	NM_001164374	0.0	0	0	0
Gm13363	NR_002688	0.0	0	0	0
4931428L18Rik	NR_033445	0.0	0	0	0
Mapk14	NM_011951|NM_001168508|NM_001168514|NM_001168513	16.5024829857	2335	526	5
Gm4850	NR_015347	625.071353138	21201	169	75
Khdrbs2	NM_133235	0.0	0	0	0
Gm9839	NM_001199956	0.0	0	0	0
Btnl3	NM_001111094	0.0	0	0	0
1700001G17Rik	NR_033199	20.2681577323	707	0	307
Synj2	NM_001113352|NM_001113353|NM_001113351|NM_011523	0.0	0	0	0
Tspyl4	NM_030203	2.49023082851	386	252	1
4930562C15Rik	NM_030192	0.0	0	0	0
Dopey2	NM_027293|NM_026700	0.176515037709	5	0	0
Rbm42	NM_133693	144.456186966	9742	76	122
Manba	NM_027288	0.00682380576969	1	0	1
Prpf6	NM_133701	30.1347756972	3667	45	1
Dnajb4	NM_027287|NM_025926	0.0	0	0	0
Cxxc5	NM_133687	2.63469171995	238	0	34
Mosc2	NM_133684	15.3524325443	1148	504	435
Tmem19	NM_133683	0.524635660377	63	49	0
2810432D09Rik	NM_027278	0.669149003918	22	0	0
Ptcd3	NM_027275	77.2673878076	6639	383	277
Osgep	NM_133676	0.48906604351	25	20	0
Apitd1	NM_027263	362.418843563	13165	438	588
Tor1b	NM_133673	97.5388476783	11572	915	1762
Sult1a1	NM_133670	0.0	0	0	0
Zfp119b	NM_146249	1.00125659483	57	0	2
Spred2	NM_033523	0.0377480871489	4	0	0
Laptm4b	NM_033521	27.1533987039	1879	16	0
Gm3448	NM_001123367	0.0	0	0	0
Zbtb40	NM_198248	1.08136815971	311	2	103
AA619741	NR_033627	9.73968744094	1045	73	0
Hist1h1d	NM_145713	0.0	0	0	0
Mtnr1b	NM_145712	0.0	0	0	0
Tox	NM_145711	0.0	0	0	0
Nup43	NM_145706	276.862856295	14109	232	513
Tinf2	NM_145705	164.771097502	11297	437	1354
Usp44	NM_183199|NM_001206851	0.0	0	0	0
Serpinb9f	NM_183197	0.0	0	0	0
Marveld1	NM_183195	0.0	0	0	0
Reep3	NM_178606|NM_001204915	0.419979605205	85	26	0
Gsdmc3	NM_183194	1.62959036603	126	0	0
Scrt1	NM_130893	0.00624931765552	1	0	0
Rtn4ip1	NM_130892	0.109686556603	13	0	0
Grip1	NM_133442|NM_130891|NM_028736	15.5179569636	2182	380	1
Arid5a	NR_033310|NM_001172205|NM_001172206|NM_145996	37.4093148631	8284	1316	72
Scn1a	NM_018733	0.0222861396386	7	0	0
Lce1d	NM_027137	0.0	0	0	0
Rpl36	NM_018730	119.101127957	333	44	7
Cd244	NM_018729	0.0	0	0	0
Cnnm4	NM_033570	12.6458643556	2308	46	105
Rbbp4	NM_009030	32.21420881	4930	33	236
Gcnt2	NM_023887|NM_008105|NM_133219	12.9752286844	2057	258	86
Zfp704	NM_133218	0.00181363251612	1	0	0
Cep63	NM_001081122	58.3602836826	6264	0	0
Oc90	NM_010953	0.0140118027229	1	0	0
Adam7	NM_007402	0.0	0	0	0
Il4i1	NM_010215	0.0	0	0	0
Irak2	NM_172161|NM_001113553	0.97445403555	107	2	3
Lcor	NM_172154	2.19831838001	411	379	3
Mpst	NM_001162493|NM_001162492|NM_138670	0.0	0	0	0
Crisp2	NM_001204071|NM_009420	0.0522507171729	3	0	0
Kif9	NM_010628|NM_001163569	5.39697216283	676	0	100
Mtpn	NM_008098	28.4472327889	4471	418	144
Gdf3	NM_008108	0.195904885793	16	0	0
Gcdh	NM_008097|NM_001044744	3.83433878898	323	41	0
Tgm1	NM_019984|NM_001161714|NM_001161715	0.0	0	0	0
4933402J07Rik	NM_177901	0.0	0	0	0
Mgat4a	NM_173870	8.65192374646	2447	0	0
Dnaja2	NM_019794	267.437203953	30442	818	277
4930594C11Rik	NR_024017	0.218464604043	24	0	0
2010300C02Rik	NM_028096	0.0	0	0	0
Lnpep	NM_172827	0.0773065153973	16	0	0
Dact2	NM_172826	0.0	0	0	0
Ccdc14	NM_172824	1.70218732356	279	13	0
Lmln	NM_172823	0.158471781154	26	0	0
Atp8b5	NM_177195	0.00560094548514	1	0	0
Agbl2	NM_178755	2.180436848	301	21	0
