#Gene_symbol	Refseq_IDs	RPKM	reads	CAST_hits	C57_hits
Hvcn1	NM_001042489|NM_028752	0.0	0	0	0
Gbp7	NM_001083312|NM_145545	10.5377188825	553	131	1
Arrdc1	NM_001162485|NM_178408|NR_027876	229.492683389	3749	401	383
Ercc5	NM_011729	0.0	0	0	0
Mrpl15	NR_033530|NM_025300|NM_001177658	54.2318205078	2069	64	192
Dclk1	NM_019978|NM_001111053|NM_001195538|NM_001111052|NM_001111051|NM_001195539|NM_001195540	0.0	0	0	0
Tssc4	NM_001115085|NM_020285|NM_138631	28.065351616	368	24	67
Gm101	NM_001115074	0.0	0	0	0
Pum2	NM_001160222|NM_001160221|NM_001160220|NM_001160219|NR_027670|NM_030723	92.4379444423	5245	0	0
Erv3	NM_001166206	0.0	0	0	0
Gm10922	NM_001085554	0.0	0	0	0
Gm14347	NM_001085543	0.0	0	0	0
Dpys	NM_022722|NM_001164466	0.0	0	0	0
Gabra4	NM_010251	0.0	0	0	0
Serpina3g	NM_009251	0.0	0	0	0
Gabra1	NM_010250	0.0	0	0	0
Mapk9	NM_001163671|NM_001163672|NM_016961|NM_207692	0.0	0	0	0
St7	NM_022332|NM_001083315	0.0	0	0	0
Gga1	NM_145929	0.0340218276554	1	1	0
AW549877	NM_145930	0.0	0	0	0
Stac2	NM_146028	30.8743034509	912	1	76
2610203C22Rik	NR_015470	0.0	0	0	0
Rab3d	NM_031874	0.371459470928	14	3	0
Tas1r2	NM_031873	0.0	0	0	0
Tekt4	NM_027951	0.0	0	0	0
Slc39a5	NM_028051|NM_001136237|NM_028092	0.0	0	0	0
Phf7	NM_027949	0.0	0	0	0
6030422M02Rik	NM_177722	0.0	0	0	0
Snhg6	NR_024067	5.04058043905	20	0	2
Snord87	NR_004410	0.0	0	0	0
Nek2	NM_010892	164.10192893	4793	496	349
Sult1b1	NM_019878	0.0	0	0	0
Nfatc3	NM_010901	31.4646759373	1819	0	0
Dlc1	NM_015802|NM_001194940|NM_001194941	1.90885547869	114	0	0
Arfgef1	NM_001102430	7.09459789703	480	6	0
2700078E11Rik	NM_030197|NM_001172097|NM_001172096	7.81243872535	385	10	64
4930528F23Rik	NM_029197	0.0	0	0	0
4930544O15Rik	NM_029196	0.0	0	0	0
Cygb	NM_030206	0.0	0	0	0
Ythdf2	NM_145393	259.800200751	9209	35	12
Coro7	NM_030205	0.0	0	0	0
Tmem51	NM_145402	0.0	0	0	0
Tapbpl	NM_145391	0.0535085925788	1	0	0
Ankrd7	NM_029202|NM_001167757	0.0	0	0	0
4930555I21Rik	NM_030189	0.0	0	0	0
Ube4a	NM_145400	13.0526186534	764	21	51
Tmem180	NM_029186	0.0453674528297	1	0	0
Zcchc4	NM_030185	0.0	0	0	0
Rasd2	NM_029182	0.0	0	0	0
Vsig1	NM_030181|NM_026103	0.0	0	0	0
Clip4	NM_175378|NM_030179	1.32159129178	52	35	1
Usp54	NM_030180	18.6322563874	1136	279	0
Spata2L	NM_030176	2.73709277531	63	24	0
Hhipl2	NM_030175	0.0	0	0	0
Rictor	NM_030168	12.8578474676	1165	174	0
Mios	NM_145374	53.6014364513	1923	485	37
Gm5523	NR_004447	0.0	0	0	0
Plin1	NM_001113471|NM_175640	0.0	0	0	0
Jakmip2	NM_001163637	0.0	0	0	0
Pus10	NM_028956|NM_001033654|NM_028304	0.0	0	0	0
Tnrc6a	NM_144925	11.7503217988	969	0	0
Npr1	NM_008727	11.0282940922	435	68	3
Serpine2	NM_009255	0.1547927009	3	0	0
Gamt	NM_010255	0.0	0	0	0
Serpina3m	NM_009253	0.0	0	0	0
Gabrg1	NM_010252	0.0	0	0	0
Ahsg	NM_013465	0.0	0	0	0
Ahr	NM_013464	0.0	0	0	0
Gla	NM_013463	58.2264763062	1691	0	0
Adrb3	NM_013462	0.0	0	0	0
