#Gene_symbol	Refseq_IDs	RPKM	reads	CAST_hits	C57_hits
Hvcn1	NM_001042489|NM_028752	19.5069311432	148	9	34
Gbp7	NM_001083312|NM_145545	0.0	0	0	0
Arrdc1	NM_001162485|NM_178408|NR_027876	72.101237974	411	31	89
Ercc5	NM_011729	8.71036579254	116	13	22
Mrpl15	NR_033530|NM_025300|NM_001177658	97.6992190546	1029	39	63
Dclk1	NM_019978|NM_001111053|NM_001195538|NM_001111052|NM_001111051|NM_001195539|NM_001195540	0.0	0	0	0
Tssc4	NM_001115085|NM_020285|NM_138631	28.0804042426	130	17	15
Gm101	NM_001115074	0.0	0	0	0
Pum2	NM_001160222|NM_001160221|NM_001160220|NM_001160219|NR_027670|NM_030723	96.6243163669	2021	4	10
Erv3	NM_001166206	0.0	0	0	0
Gm10922	NM_001085554	0.0	0	0	0
Gm14347	NM_001085543	0.0	0	0	0
Dpys	NM_022722|NM_001164466	0.0	0	0	0
Gabra4	NM_010251	0.0	0	0	0
Serpina3g	NM_009251	0.0	0	0	0
Gabra1	NM_010250	0.0	0	0	0
Mapk9	NM_001163671|NM_001163672|NM_016961|NM_207692	6.49550230824	101	0	0
St7	NM_022332|NM_001083315	0.0	0	0	0
Gga1	NM_145929	7.84032908479	79	9	4
AW549877	NM_145930	1.18453318145	20	1	0
Stac2	NM_146028	9.03621273444	92	10	3
2610203C22Rik	NR_015470	0.0	0	0	0
Rab3d	NM_031874	6.1124914083	79	19	9
Tas1r2	NM_031873	0.0	0	0	0
Tekt4	NM_027951	0.0	0	0	0
Slc39a5	NM_028051|NM_001136237|NM_028092	0.0	0	0	0
Phf7	NM_027949	0.758841569367	5	0	1
6030422M02Rik	NM_177722	0.0	0	0	0
Snhg6	NR_024067	29.5929567297	40	2	1
Snord87	NR_004410	0.0	0	0	0
Nek2	NM_010892	250.275186751	2445	135	117
Sult1b1	NM_019878	0.0	0	0	0
Nfatc3	NM_010901	17.3272700945	346	0	0
Dlc1	NM_015802|NM_001194940|NM_001194941	1.0552288829	22	0	0
Arfgef1	NM_001102430	0.196147583419	5	1	0
2700078E11Rik	NM_030197|NM_001172097|NM_001172096	18.5705580887	308	59	14
4930528F23Rik	NM_029197	0.0	0	0	0
4930544O15Rik	NM_029196	0.0	0	0	0
Cygb	NM_030206	0.0	0	0	0
Ythdf2	NM_145393	138.772039865	1620	1	5
Coro7	NM_030205	4.05736615461	47	6	0
Tmem51	NM_145402	0.0	0	0	0
Tapbpl	NM_145391	0.0	0	0	0
Ankrd7	NM_029202|NM_001167757	0.0	0	0	0
4930555I21Rik	NM_030189	0.0	0	0	0
Ube4a	NM_145400	5.04248407434	102	2	7
Tmem180	NM_029186	0.0	0	0	0
Zcchc4	NM_030185	13.8503573925	89	7	3
Rasd2	NM_029182	0.0	0	0	0
Vsig1	NM_030181|NM_026103	0.0	0	0	0
Clip4	NM_175378|NM_030179	0.0	0	0	0
Usp54	NM_030180	5.08807324738	106	11	4
Spata2L	NM_030176	0.0	0	0	0
Hhipl2	NM_030175	0.0	0	0	0
Rictor	NM_030168	9.91190039664	307	19	12
Mios	NM_145374	36.8662607445	454	53	14
Gm5523	NR_004447	0.0	0	0	0
Plin1	NM_001113471|NM_175640	0.0	0	0	0
Jakmip2	NM_001163637	0.0	0	0	0
Pus10	NM_028956|NM_001033654|NM_028304	5.53569695798	66	0	11
Tnrc6a	NM_144925	4.86517771639	137	1	0
Npr1	NM_008727	1.44443112599	20	1	2
Serpine2	NM_009255	28.1959231815	187	39	14
Gamt	NM_010255	3.66816297599	12	0	0
Serpina3m	NM_009253	2.24003851205	10	0	4
Gabrg1	NM_010252	0.0	0	0	0
Ahsg	NM_013465	0.0	0	0	0
Ahr	NM_013464	0.0	0	0	0
Gla	NM_013463	37.4723954759	367	0	0
Adrb3	NM_013462	1.9973123673	19	0	0
Adra1a	NM_013461	0.0	0	0	0
Adra1d	NM_013460	0.0	0	0	0
Cfd	NM_013459	0.0	0	0	0
Add2	NM_013458	0.0	0	0	0
Herpud1	NM_022331	0.0	0	0	0
Defb44-ps	NR_002879	0.0	0	0	0
Defb18	NM_001039123	0.0	0	0	0
Defb41	NM_183124	0.0	0	0	0
Gm15386	NM_001040027	0.0	0	0	0
Trp53	NM_011640|NM_001127233	65.7558735503	338	18	13
Trip6	NM_011639	3.59276990297	21	0	7
Rpl4	NM_024212	1410.29876612	5227	216	327
Slc4a10	NM_001242383|NM_001242382|NM_001242381|NM_001242379|NM_033552|NM_001242378|NM_001242380	0.0	0	0	0
Oxt	NM_011025	0.0	0	0	0
Col10a1	NM_009925	0.0962007555385	1	0	0
Tysnd1	NM_027912	24.367909853	185	4	1
Cd276	NM_133983	3.82885009619	41	0	0
Kazn	NM_144531|NM_001109684|NM_001109685	3.95503809379	48	0	0
Gm4956	NR_002858	0.0	0	0	0
Mlh3	NM_175337	0.779496428651	14	2	0
Gtf2e2	NM_001167921|NM_026584|NM_001167922	110.438766639	569	9	11
Atxn3	NM_029705|NM_001167914	64.3937831919	476	26	52
Mbtps1	NM_001167910|NM_019709	15.7502834375	228	10	11
Frem3	NM_001167898	0.0	0	0	0
Cd101	NM_001167906|NM_001099332	1.55492331794	17	0	0
Nrg2	NM_001167891	0.691591581523	7	0	0
Psen1	NM_008943	43.4281289911	436	66	64
Des	NM_010043	0.0	0	0	0
Kcnip2	NM_145703|NM_145704|NM_030716	0.0	0	0	0
Chd6	NM_173368	0.581795642401	20	0	1
4933415F23Rik	NM_025746	0.0	0	0	0
2610528A11Rik	NM_001206684	0.0	0	0	0
Mir30c-2	NR_029717	0.0	0	0	0
Slc16a5	NM_001080934	6.68021802204	67	16	0
Defa26	NM_001079933	0.0	0	0	0
Mrpl45	NM_025927	50.9745000107	377	43	30
Smap1	NM_028534	14.6909905688	65	4	0
Fbxo18	NM_015792	2.65633419934	31	8	0
Fbxo8	NM_015791	10.1166253657	119	2	2
Pnpla6	NM_015801|NM_001122818	25.2393646953	372	18	15
Dkkl1	NM_015789	4.50161962213	14	2	0
Prdm16	NM_001177995|NM_027504	0.0	0	0	0
Zmym3	NM_019831|NM_001177985|NM_001177988|NM_001177986|NM_001177987	17.5617384501	121	4	0
Ccm2	NM_001190343|NM_146014|NM_001190344	10.3415341219	53	4	9
Ccr6	NM_001190333|NM_009835|NM_001190335|NM_001190334|NM_001190337|NM_001190336|NM_001190338	0.0	0	0	0
Ube2r2	NM_026275	1.95465857385	22	0	0
Rspry1	NM_026274	2.58159912858	33	4	0
Csprs	NM_033616	0.0	0	0	0
Rnf41	NM_026259|NM_001164237	32.2583743248	444	18	37
4931408C20Rik	NM_001033764	0.0	0	0	0
LOC100302688	NM_001164374	0.0	0	0	0
Gm13363	NR_002688	0.0	0	0	0
4931428L18Rik	NR_033445	0.0	0	0	0
Mapk14	NM_011951|NM_001168508|NM_001168514|NM_001168513	11.7116545073	138	0	32
Gm4850	NR_015347	0.0	0	0	0
Khdrbs2	NM_133235	0.0	0	0	0
Gm9839	NM_001199956	0.0	0	0	0
Btnl3	NM_001111094	0.0	0	0	0
1700001G17Rik	NR_033199	0.0	0	0	0
Synj2	NM_001113352|NM_001113353|NM_001113351|NM_011523	0.0	0	0	0
Tspyl4	NM_030203	0.0	0	0	0
4930562C15Rik	NM_030192	6.38448629154	80	0	0
Dopey2	NM_027293|NM_026700	1.15241024772	28	11	0
Rbm42	NM_133693	307.746525526	1739	47	33
Manba	NM_027288	0.0	0	0	0
Prpf6	NM_133701	42.7750084186	432	6	0
Dnajb4	NM_027287|NM_025926	0.0	0	0	0
Cxxc5	NM_133687	6.36144369137	48	0	0
Mosc2	NM_133684	23.9063730977	150	24	32
Tmem19	NM_133683	5.50380804582	55	22	0
2810432D09Rik	NM_027278	14.8939164375	42	0	0
Ptcd3	NM_027275	68.249357801	488	24	20
Osgep	NM_133676	60.9855260592	248	60	75
Apitd1	NM_027263	25.6402293761	78	4	13
Tor1b	NM_133673	96.9534678043	965	139	113
Sult1a1	NM_133670	0.120250932398	1	0	0
Zfp119b	NM_146249	0.0	0	0	0
Spred2	NM_033523	0.0	0	0	0
Laptm4b	NM_033521	25.2299792959	138	5	1
Gm3448	NM_001123367	0.0	0	0	0
Zbtb40	NM_198248	8.60369337958	206	57	13
AA619741	NR_033627	0.0	0	0	0
Hist1h1d	NM_145713	0.0	0	0	0
Mtnr1b	NM_145712	0.0	0	0	0
Tox	NM_145711	0.0	0	0	0
Nup43	NM_145706	85.4307368289	366	14	10
Tinf2	NM_145705	86.6249524524	500	39	90
Usp44	NM_183199|NM_001206851	0.0	0	0	0
Serpinb9f	NM_183197	0.442806374595	1	0	0
Marveld1	NM_183195	0.0	0	0	0
Reep3	NM_178606|NM_001204915	9.20001982401	150	33	12
Gsdmc3	NM_183194	0.820458677724	3	0	0
Scrt1	NM_130893	0.0	0	0	0
Rtn4ip1	NM_130892	4.80761206703	48	27	0
Grip1	NM_133442|NM_130891|NM_028736	0.0	0	0	0
Arid5a	NR_033310|NM_001172205|NM_001172206|NM_145996	2.59576150625	49	3	4
Scn1a	NM_018733	0.0	0	0	0
Lce1d	NM_027137	0.0	0	0	0
Rpl36	NM_018730	16.2761262013	2	2	0
Cd244	NM_018729	0.0	0	0	0
Cnnm4	NM_033570	21.5831708582	327	19	2
Rbbp4	NM_009030	63.8872702694	797	47	59
Gcnt2	NM_023887|NM_008105|NM_133219	1.9854975153	26	1	0
Zfp704	NM_133218	0.164420277425	8	2	0
Cep63	NM_001081122	38.8670995861	348	0	0
Oc90	NM_010953	0.0	0	0	0
Adam7	NM_007402	0.0	0	0	0
Il4i1	NM_010215	0.0	0	0	0
Irak2	NM_172161|NM_001113553	13.317385119	118	16	15
Lcor	NM_172154	1.35605297646	21	3	0
Mpst	NM_001162493|NM_001162492|NM_138670	0.0	0	0	0
Crisp2	NM_001204071|NM_009420	0.0	0	0	0
Kif9	NM_010628|NM_001163569	0.952874476977	10	0	0
Mtpn	NM_008098	25.7603667082	331	28	11
Gdf3	NM_008108	37.6017495221	256	10	22
Gcdh	NM_008097|NM_001044744	9.47447082739	69	4	0
Tgm1	NM_019984|NM_001161714|NM_001161715	0.0	0	0	0
4933402J07Rik	NM_177901	0.0	0	0	0
Mgat4a	NM_173870	3.20146404347	75	0	0
Dnaja2	NM_019794	186.402922958	1758	124	64
4930594C11Rik	NR_024017	1.67592781912	15	0	0
2010300C02Rik	NM_028096	0.473784598332	7	0	0
Lnpep	NM_172827	0.0	0	0	0
Dact2	NM_172826	0.0	0	0	0
Ccdc14	NM_172824	3.22589888675	44	7	0
Lmln	NM_172823	1.46489094977	20	0	0
Atp8b5	NM_177195	0.0	0	0	0
Agbl2	NM_178755	0.0	0	0	0
Spin4	NM_178753	0.0	0	0	0
Lonrf2	NM_001029878	0.0	0	0	0
Ap1m2	NM_009678|NM_001110300	57.8051508637	333	10	51
Ap1g1	NM_009677	9.49659556488	215	17	25
Lgals8	NM_018886|NM_001199043	160.032688694	1460	36	64
Camkk1	NM_018883	0.0	0	0	0
Mid1ip1	NM_026524|NM_001166635	0.0	0	0	0
Nmb	NM_026523	4.29541133701	10	3	0
Chid1	NM_026522|NM_001142681	8.10613698624	100	5	3
Ddx19b	NM_001190800|NM_172284|NM_001190786	8.85232130489	169	2	3
D1Bwg0212e	NM_028043	2.82319486163	29	0	3
Snord89	NR_028555	0.0	0	0	0
Mef2b	NM_001045484|NM_008578	0.0	0	0	0
Rfx8	NM_001145660	0.0	0	0	0
Gm13718	NM_001145100	71.0422664949	692	15	8
Tnik	NM_001163007|NM_026910|NM_001163008|NM_001163009	0.0	0	0	0
Eif2ak3	NM_010121	5.15802931564	77	6	10
Sar1a	NM_009120	132.964441429	1149	108	166
Sap18	NM_009119	3.9464511789	34	6	0
Eif1a	NM_010120	145.119799627	1309	0	0
Ehd1	NM_010119	48.5918070022	514	0	0
Egr2	NM_010118	0.0	0	0	0
Cops6	NM_012002	398.954781703	1450	40	48
Tekt2	NM_011902	21.5653225004	107	6	5
Cyp4f13	NM_130882	0.0	0	0	0
Pabpc4	NM_130881|NM_148917	98.709208322	238	14	1
Mfsd9	NM_172499	0.0955292940116	1	0	0
A1bg	NM_001081067	0.0	0	0	0
